trip_id,arrival_time,departure_time,stop_id,stop_sequence,drop_off_type,pickup_type
9363-0806,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0806,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0806,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0807,15:55:00,15:55:00,paris_nord,1,1,0
9363-0807,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0807,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0807,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0807,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0807,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0808,15:55:00,15:55:00,paris_nord,1,1,0
9363-0808,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0808,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0808,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0808,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0808,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0809,15:55:00,15:55:00,paris_nord,1,1,0
9363-0809,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0809,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0809,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0809,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0809,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0810,15:55:00,15:55:00,paris_nord,1,1,0
9363-0810,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0810,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0810,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0810,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0810,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0811,15:55:00,15:55:00,paris_nord,1,1,0
9363-0811,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0811,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0811,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0811,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0811,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0812,15:55:00,15:55:00,paris_nord,1,1,0
9363-0812,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0812,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0812,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0812,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0812,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0813,15:55:00,15:55:00,paris_nord,1,1,0
9363-0813,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0813,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0813,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0813,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0813,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0814,15:55:00,15:55:00,paris_nord,1,1,0
9363-0814,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0814,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0814,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0814,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0814,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0815,15:55:00,15:55:00,paris_nord,1,1,0
9363-0815,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0815,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0815,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0815,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0815,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0816,15:55:00,15:55:00,paris_nord,1,1,0
9363-0816,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0816,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0816,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0816,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0816,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0817,15:55:00,15:55:00,paris_nord,1,1,0
9363-0817,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0817,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0817,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0817,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0817,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0818,15:55:00,15:55:00,paris_nord,1,1,0
9363-0818,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0818,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0818,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0818,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0818,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0819,15:55:00,15:55:00,paris_nord,1,1,0
9363-0819,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0819,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0819,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0819,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0819,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0820,15:55:00,15:55:00,paris_nord,1,1,0
9363-0820,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0820,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0820,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0820,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0820,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0821,15:55:00,15:55:00,paris_nord,1,1,0
9363-0821,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0821,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0821,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0821,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0821,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0822,15:55:00,15:55:00,paris_nord,1,1,0
9363-0822,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0822,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0822,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0822,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0822,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0823,15:55:00,15:55:00,paris_nord,1,1,0
9363-0823,17:34:00,17:53:00,bruxelles_midi,2,0,0
9363-0823,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0823,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0823,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0823,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0824,16:25:00,16:25:00,paris_nord,1,1,0
9363-0824,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0824,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0824,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0824,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0824,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0825,16:25:00,16:25:00,paris_nord,1,1,0
9363-0825,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0825,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0825,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0825,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0825,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0826,16:25:00,16:25:00,paris_nord,1,1,0
9363-0826,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0826,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0826,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0826,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0826,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0827,16:25:00,16:25:00,paris_nord,1,1,0
9363-0827,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0827,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0827,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0827,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0827,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0828,16:25:00,16:25:00,paris_nord,1,1,0
9363-0828,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0828,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0828,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0828,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0828,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0829,16:25:00,16:25:00,paris_nord,1,1,0
9363-0829,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0829,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0829,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0829,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0829,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0830,16:25:00,16:25:00,paris_nord,1,1,0
9363-0830,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0830,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0830,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0830,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0830,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0831,16:25:00,16:25:00,paris_nord,1,1,0
9363-0831,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0831,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0831,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0831,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0831,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0901,16:25:00,16:25:00,paris_nord,1,1,0
9363-0901,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0901,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0901,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0901,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0901,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0902,16:25:00,16:25:00,paris_nord,1,1,0
9363-0902,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0902,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0902,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0902,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0902,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0903,16:25:00,16:25:00,paris_nord,1,1,0
9363-0903,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0903,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0903,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0903,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0903,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0904,16:25:00,16:25:00,paris_nord,1,1,0
9363-0904,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0904,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0904,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0904,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0904,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0905,16:25:00,16:25:00,paris_nord,1,1,0
9363-0905,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0905,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0905,19:02:00,19:09:00,rotterdam_centraal,4,0,0
9363-0905,20:03:00,20:06:00,schiphol_airport,5,0,0
9363-0905,20:20:00,20:20:00,amsterdam_centraal,6,0,1
9363-0906,16:25:00,16:25:00,paris_nord,1,1,0
9363-0906,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0906,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0906,19:02:00,19:09:00,rotterdam_centraal,4,0,0
9363-0906,20:03:00,20:06:00,schiphol_airport,5,0,0
9363-0906,20:20:00,20:20:00,amsterdam_centraal,6,0,1
9363-0907,16:25:00,16:25:00,paris_nord,1,1,0
9363-0907,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0907,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0907,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0907,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0907,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9363-0908,16:25:00,16:25:00,paris_nord,1,1,0
9363-0908,17:47:00,17:53:00,bruxelles_midi,2,0,0
9363-0908,18:27:00,18:30:00,antwerpen_centraal,3,0,0
9363-0908,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9363-0908,19:33:00,19:36:00,schiphol_airport,5,0,0
9363-0908,19:50:00,19:50:00,amsterdam_centraal,6,0,1
9364-0611,15:10:00,15:10:00,amsterdam_centraal_15a,1,1,0
9364-0611,15:24:00,15:27:00,schiphol_airport_5,2,0,0
9364-0611,15:53:00,15:58:00,rotterdam_centraal_2,3,0,0
9364-0611,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0611,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0611,18:38:00,18:38:00,paris_nord,6,0,1
9364-0612,15:10:00,15:10:00,amsterdam_centraal_15,1,1,0
9364-0612,15:24:00,15:27:00,schiphol_airport_5,2,0,0
9364-0612,15:53:00,15:58:00,rotterdam_centraal_2,3,0,0
9364-0612,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0612,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0612,18:38:00,18:38:00,paris_nord,6,0,1
9364-0613,17:16:00,17:16:00,bruxelles_midi_6,1,1,0
9364-0613,18:38:00,18:38:00,paris_nord,2,0,1
9364-0614,17:16:00,17:16:00,bruxelles_midi_6,1,1,0
9364-0614,18:38:00,18:38:00,paris_nord,2,0,1
9364-0615,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0615,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0615,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0615,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0615,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0615,18:38:00,18:38:00,paris_nord,6,0,1
9364-0616,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0616,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0616,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0616,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0616,17:06:00,17:13:00,bruxelles_midi_6,5,0,0
9364-0616,18:38:00,18:38:00,paris_nord,6,0,1
9364-0617,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0617,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0617,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0617,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0617,17:06:00,17:13:00,bruxelles_midi_6,5,0,0
9364-0617,18:38:00,18:38:00,paris_nord,6,0,1
9364-0618,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0618,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0618,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0618,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0618,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0618,18:38:00,18:38:00,paris_nord,6,0,1
9364-0619,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0619,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0619,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0619,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0619,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0619,18:38:00,18:38:00,paris_nord,6,0,1
9364-0620,17:16:00,17:16:00,bruxelles_midi_6,1,1,0
9364-0620,18:38:00,18:38:00,paris_nord,2,0,1
9364-0621,14:40:00,14:40:00,amsterdam_centraal,1,1,0
9364-0621,14:53:00,14:56:00,schiphol_airport,2,0,0
9364-0621,15:23:00,15:27:00,rotterdam_centraal,3,0,0
9364-0621,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0621,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0621,18:38:00,18:38:00,paris_nord,6,0,1
9364-0622,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0622,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0622,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0622,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0622,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0622,18:38:00,18:38:00,paris_nord,6,0,1
9364-0623,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0623,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0623,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0623,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0623,17:06:00,17:13:00,bruxelles_midi_6,5,0,0
9364-0623,18:38:00,18:38:00,paris_nord,6,0,1
9364-0624,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0624,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0624,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0624,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0624,17:06:00,17:13:00,bruxelles_midi_6,5,0,0
9364-0624,18:38:00,18:38:00,paris_nord,6,0,1
9364-0625,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0625,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0625,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0625,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0625,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0625,18:38:00,18:38:00,paris_nord,6,0,1
9364-0626,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0626,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0626,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0626,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0626,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0626,18:38:00,18:38:00,paris_nord,6,0,1
9364-0627,17:16:00,17:16:00,bruxelles_midi_6,1,1,0
9364-0627,18:38:00,18:38:00,paris_nord,2,0,1
9364-0628,14:42:00,14:42:00,amsterdam_centraal,1,1,0
9364-0628,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0628,15:51:00,15:58:00,rotterdam_centraal,3,0,0
9364-0628,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0628,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0628,18:38:00,18:38:00,paris_nord,6,0,1
9364-0629,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0629,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0629,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0629,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0629,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0629,18:38:00,18:38:00,paris_nord,6,0,1
9364-0630,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0630,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0630,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0630,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0630,17:06:00,17:13:00,bruxelles_midi_6,5,0,0
9364-0630,18:38:00,18:38:00,paris_nord,6,0,1
9364-0701,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0701,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0701,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0701,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0701,17:06:00,17:13:00,bruxelles_midi_6,5,0,0
9364-0701,18:38:00,18:38:00,paris_nord,6,0,1
9364-0702,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0702,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0702,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0702,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0702,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0702,18:38:00,18:38:00,paris_nord,6,0,1
9364-0703,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0703,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0703,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0703,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0703,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0703,18:38:00,18:38:00,paris_nord,6,0,1
9364-0704,17:16:00,17:16:00,bruxelles_midi_6,1,1,0
9364-0704,18:38:00,18:38:00,paris_nord,2,0,1
9364-0705,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0705,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0705,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0705,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0705,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0705,18:38:00,18:38:00,paris_nord,6,0,1
9364-0706,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0706,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0706,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0706,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0706,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0706,18:38:00,18:38:00,paris_nord,6,0,1
9364-0707,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0707,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0707,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0707,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0707,17:06:00,17:13:00,bruxelles_midi_6,5,0,0
9364-0707,18:38:00,18:38:00,paris_nord,6,0,1
9364-0708,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0708,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0708,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0708,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0708,17:06:00,17:13:00,bruxelles_midi_6,5,0,0
9364-0708,18:38:00,18:38:00,paris_nord,6,0,1
9364-0709,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0709,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0709,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0709,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0709,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0709,18:38:00,18:38:00,paris_nord,6,0,1
9364-0710,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0710,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0710,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0710,16:30:00,16:33:00,antwerpen_centraal_23,4,0,0
9364-0710,17:06:00,17:16:00,bruxelles_midi_6,5,0,0
9364-0710,18:38:00,18:38:00,paris_nord,6,0,1
9364-0711,17:16:00,17:16:00,bruxelles_midi_6,1,1,0
9364-0711,18:38:00,18:38:00,paris_nord,2,0,1
9364-0712,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0712,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0712,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0712,16:30:00,16:33:00,antwerpen_centraal,4,0,0
9364-0712,17:06:00,17:16:00,bruxelles_midi,5,0,0
9364-0712,18:38:00,18:38:00,paris_nord,6,0,1
9364-0713,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0713,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0713,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0713,16:30:00,16:33:00,antwerpen_centraal,4,0,0
9364-0713,17:06:00,17:16:00,bruxelles_midi,5,0,0
9364-0713,18:38:00,18:38:00,paris_nord,6,0,1
9364-0714,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0714,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0714,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0714,16:30:00,16:33:00,antwerpen_centraal,4,0,0
9364-0714,17:06:00,17:13:00,bruxelles_midi,5,0,0
9364-0714,18:38:00,18:38:00,paris_nord,6,0,1
9364-0715,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0715,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0715,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0715,16:30:00,16:33:00,antwerpen_centraal,4,0,0
9364-0715,17:06:00,17:13:00,bruxelles_midi,5,0,0
9364-0715,18:38:00,18:38:00,paris_nord,6,0,1
9364-0716,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0716,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0716,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0716,16:30:00,16:33:00,antwerpen_centraal,4,0,0
9364-0716,17:06:00,17:16:00,bruxelles_midi,5,0,0
9364-0716,18:38:00,18:38:00,paris_nord,6,0,1
9364-0717,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0717,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0717,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0717,16:30:00,16:33:00,antwerpen_centraal,4,0,0
9364-0717,17:06:00,17:16:00,bruxelles_midi,5,0,0
9364-0717,18:38:00,18:38:00,paris_nord,6,0,1
9364-0718,17:16:00,17:16:00,bruxelles_midi,1,1,0
9364-0718,18:38:00,18:38:00,paris_nord,2,0,1
9364-0719,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0719,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0719,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0719,16:30:00,16:33:00,antwerpen_centraal,4,0,0
9364-0719,17:06:00,17:16:00,bruxelles_midi,5,0,0
9364-0719,18:38:00,18:38:00,paris_nord,6,0,1
9364-0720,15:10:00,15:10:00,amsterdam_centraal,1,1,0
9364-0720,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0720,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0720,16:30:00,16:33:00,antwerpen_centraal,4,0,0
9364-0720,17:06:00,17:16:00,bruxelles_midi,5,0,0
9364-0720,18:38:00,18:38:00,paris_nord,6,0,1
9364-0721,14:29:00,14:29:00,amsterdam_centraal,1,1,0
9364-0721,15:24:00,15:27:00,schiphol_airport,2,0,0
9364-0721,15:53:00,15:58:00,rotterdam_centraal,3,0,0
9364-0721,16:30:00,16:33:00,antwerpen_centraal,4,0,0
9364-0721,17:06:00,17:13:00,bruxelles_midi,5,0,0
9364-0721,18:38:00,18:38:00,paris_nord,6,0,1
9364-0722,14:29:00,14:29:00,amsterdam_centraal,1,1,0
9364-0722,15:24:00,15:27:00,schiphol_airport,2,0,0
