trip_id,arrival_time,departure_time,stop_id,stop_sequence,drop_off_type,pickup_type
9110-0819,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0819,09:26:00,09:30:00,lille_europe,2,0,0
9110-0819,10:34:00,10:34:00,bruxelles_midi,3,0,1
9110-0820,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0820,09:26:00,09:30:00,lille_europe,2,0,0
9110-0820,10:34:00,10:34:00,bruxelles_midi,3,0,1
9110-0821,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0821,09:26:00,09:30:00,lille_europe,2,0,0
9110-0821,10:34:00,10:34:00,bruxelles_midi,3,0,1
9110-0824,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0824,09:26:00,09:30:00,lille_europe,2,0,0
9110-0824,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0825,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0825,09:26:00,09:30:00,lille_europe,2,0,0
9110-0825,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0826,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0826,09:26:00,09:30:00,lille_europe,2,0,0
9110-0826,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0827,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0827,09:26:00,09:30:00,lille_europe,2,0,0
9110-0827,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0828,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0828,09:26:00,09:30:00,lille_europe,2,0,0
9110-0828,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0829,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0829,09:26:00,09:30:00,lille_europe,2,0,0
9110-0829,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0901,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0901,09:26:00,09:30:00,lille_europe,2,0,0
9110-0901,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0902,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0902,09:26:00,09:30:00,lille_europe,2,0,0
9110-0902,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0903,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0903,09:26:00,09:30:00,lille_europe,2,0,0
9110-0903,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0904,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0904,09:26:00,09:30:00,lille_europe,2,0,0
9110-0904,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0905,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0905,09:26:00,09:30:00,lille_europe,2,0,0
9110-0905,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0907,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0907,09:26:00,09:30:00,lille_europe,2,0,0
9110-0907,10:05:00,10:05:00,bruxelles_midi,3,0,1
9110-0908,08:04:00,08:04:00,st_pancras_international,1,1,0
9110-0908,09:26:00,09:30:00,lille_europe,2,0,0
9110-0908,10:05:00,10:05:00,bruxelles_midi,3,0,1
9113-0611,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0611,08:31:00,08:36:00,lille_europe,2,0,0
9113-0611,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0612,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0612,08:31:00,08:36:00,lille_europe,2,0,0
9113-0612,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0613,07:56:00,07:56:00,bruxelles_midi_2,1,1,0
9113-0613,08:30:00,08:35:00,lille_europe,2,0,0
9113-0613,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0615,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0615,08:31:00,08:36:00,lille_europe,2,0,0
9113-0615,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0616,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0616,08:31:00,08:36:00,lille_europe,2,0,0
9113-0616,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0617,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0617,08:31:00,08:36:00,lille_europe,2,0,0
9113-0617,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0618,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0618,08:31:00,08:36:00,lille_europe,2,0,0
9113-0618,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0619,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0619,08:31:00,08:36:00,lille_europe,2,0,0
9113-0619,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0620,07:56:00,07:56:00,bruxelles_midi_2,1,1,0
9113-0620,08:30:00,08:35:00,lille_europe,2,0,0
9113-0620,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0622,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0622,08:31:00,08:36:00,lille_europe,2,0,0
9113-0622,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0623,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0623,08:31:00,08:36:00,lille_europe,2,0,0
9113-0623,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0624,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0624,08:31:00,08:36:00,lille_europe,2,0,0
9113-0624,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0625,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0625,08:31:00,08:36:00,lille_europe,2,0,0
9113-0625,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0626,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0626,08:31:00,08:36:00,lille_europe,2,0,0
9113-0626,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0627,07:56:00,07:56:00,bruxelles_midi_2,1,1,0
9113-0627,08:30:00,08:35:00,lille_europe,2,0,0
9113-0627,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0629,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0629,08:31:00,08:36:00,lille_europe,2,0,0
9113-0629,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0630,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0630,08:31:00,08:36:00,lille_europe,2,0,0
9113-0630,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0701,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0701,08:31:00,08:36:00,lille_europe,2,0,0
9113-0701,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0702,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0702,08:31:00,08:36:00,lille_europe,2,0,0
9113-0702,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0703,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0703,08:31:00,08:36:00,lille_europe,2,0,0
9113-0703,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0704,07:56:00,07:56:00,bruxelles_midi_2,1,1,0
9113-0704,08:30:00,08:35:00,lille_europe,2,0,0
9113-0704,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0706,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0706,08:31:00,08:36:00,lille_europe,2,0,0
9113-0706,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0707,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0707,08:31:00,08:36:00,lille_europe,2,0,0
9113-0707,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0708,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0708,08:31:00,08:36:00,lille_europe,2,0,0
9113-0708,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0709,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0709,08:31:00,08:36:00,lille_europe,2,0,0
9113-0709,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0710,07:57:00,07:57:00,bruxelles_midi_1,1,1,0
9113-0710,08:31:00,08:36:00,lille_europe,2,0,0
9113-0710,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0711,07:56:00,07:56:00,bruxelles_midi_2,1,1,0
9113-0711,08:30:00,08:35:00,lille_europe,2,0,0
9113-0711,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0713,07:57:00,07:57:00,bruxelles_midi,1,1,0
9113-0713,08:31:00,08:36:00,lille_europe,2,0,0
9113-0713,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0714,07:57:00,07:57:00,bruxelles_midi,1,1,0
9113-0714,08:31:00,08:36:00,lille_europe,2,0,0
9113-0714,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0715,07:57:00,07:57:00,bruxelles_midi,1,1,0
9113-0715,08:31:00,08:36:00,lille_europe,2,0,0
9113-0715,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0716,07:57:00,07:57:00,bruxelles_midi,1,1,0
9113-0716,08:31:00,08:36:00,lille_europe,2,0,0
9113-0716,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0717,07:57:00,07:57:00,bruxelles_midi,1,1,0
9113-0717,08:31:00,08:36:00,lille_europe,2,0,0
9113-0717,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0718,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0718,08:30:00,08:35:00,lille_europe,2,0,0
9113-0718,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0720,07:57:00,07:57:00,bruxelles_midi,1,1,0
9113-0720,08:31:00,08:36:00,lille_europe,2,0,0
9113-0720,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0722,07:57:00,07:57:00,bruxelles_midi,1,1,0
9113-0722,08:31:00,08:36:00,lille_europe,2,0,0
9113-0722,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0723,07:57:00,07:57:00,bruxelles_midi,1,1,0
9113-0723,08:31:00,08:36:00,lille_europe,2,0,0
9113-0723,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0724,07:57:00,07:57:00,bruxelles_midi,1,1,0
9113-0724,08:31:00,08:36:00,lille_europe,2,0,0
9113-0724,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0725,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0725,08:30:00,08:35:00,lille_europe,2,0,0
9113-0725,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0727,07:57:00,07:57:00,bruxelles_midi,1,1,0
9113-0727,08:31:00,08:36:00,lille_europe,2,0,0
9113-0727,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0728,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0728,08:30:00,08:35:00,lille_europe,2,0,0
9113-0728,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0729,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0729,08:30:00,08:35:00,lille_europe,2,0,0
9113-0729,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0730,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0730,08:30:00,08:35:00,lille_europe,2,0,0
9113-0730,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0731,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0731,08:30:00,08:35:00,lille_europe,2,0,0
9113-0731,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0801,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0801,08:30:00,08:35:00,lille_europe,2,0,0
9113-0801,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0803,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0803,08:30:00,08:35:00,lille_europe,2,0,0
9113-0803,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0804,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0804,08:30:00,08:35:00,lille_europe,2,0,0
9113-0804,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0805,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0805,08:30:00,08:35:00,lille_europe,2,0,0
9113-0805,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0806,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0806,08:30:00,08:35:00,lille_europe,2,0,0
9113-0806,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0807,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0807,08:30:00,08:35:00,lille_europe,2,0,0
9113-0807,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0808,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0808,08:30:00,08:35:00,lille_europe,2,0,0
9113-0808,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0810,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0810,08:30:00,08:35:00,lille_europe,2,0,0
9113-0810,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0811,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0811,08:30:00,08:35:00,lille_europe,2,0,0
9113-0811,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0812,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0812,08:30:00,08:35:00,lille_europe,2,0,0
9113-0812,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0813,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0813,08:30:00,08:35:00,lille_europe,2,0,0
9113-0813,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0814,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0814,08:30:00,08:35:00,lille_europe,2,0,0
9113-0814,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0815,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0815,08:30:00,08:35:00,lille_europe,2,0,0
9113-0815,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0817,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0817,08:30:00,08:35:00,lille_europe,2,0,0
9113-0817,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0818,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0818,08:30:00,08:35:00,lille_europe,2,0,0
9113-0818,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0819,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0819,08:30:00,08:35:00,lille_europe,2,0,0
9113-0819,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0820,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0820,08:30:00,08:35:00,lille_europe,2,0,0
9113-0820,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0821,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0821,08:30:00,08:35:00,lille_europe,2,0,0
9113-0821,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0822,07:29:00,07:29:00,bruxelles_midi,1,1,0
9113-0822,08:30:00,08:35:00,lille_europe,2,0,0
9113-0822,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0824,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0824,08:30:00,08:35:00,lille_europe,2,0,0
9113-0824,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0825,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0825,08:30:00,08:35:00,lille_europe,2,0,0
9113-0825,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0826,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0826,08:30:00,08:35:00,lille_europe,2,0,0
9113-0826,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0827,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0827,08:30:00,08:35:00,lille_europe,2,0,0
9113-0827,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0828,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0828,08:30:00,08:35:00,lille_europe,2,0,0
9113-0828,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0829,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0829,08:30:00,08:35:00,lille_europe,2,0,0
9113-0829,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0901,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0901,08:30:00,08:35:00,lille_europe,2,0,0
9113-0901,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0902,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0902,08:30:00,08:35:00,lille_europe,2,0,0
9113-0902,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0903,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0903,08:30:00,08:35:00,lille_europe,2,0,0
9113-0903,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0904,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0904,08:30:00,08:35:00,lille_europe,2,0,0
9113-0904,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0905,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0905,08:30:00,08:35:00,lille_europe,2,0,0
9113-0905,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0907,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0907,08:30:00,08:35:00,lille_europe,2,0,0
9113-0907,09:57:00,09:57:00,st_pancras_international,3,0,1
9113-0908,07:56:00,07:56:00,bruxelles_midi,1,1,0
9113-0908,08:30:00,08:35:00,lille_europe,2,0,0
9113-0908,09:57:00,09:57:00,st_pancras_international,3,0,1
9114-0611,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0611,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0611,12:32:00,12:37:00,rotterdam_centraal_13,3,0,0
9114-0611,13:20:00,13:20:00,amsterdam_centraal_8,4,0,1
9114-0612,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0612,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0612,12:32:00,12:37:00,rotterdam_centraal_13,3,0,0
9114-0612,13:20:00,13:20:00,amsterdam_centraal_8,4,0,1
9114-0613,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0613,11:13:00,11:13:00,bruxelles_midi_2,2,0,1
9114-0614,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0614,11:13:00,11:13:00,bruxelles_midi_1,2,0,1
9114-0615,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0615,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0615,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0615,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0616,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0616,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0616,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0616,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0617,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0617,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0617,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0617,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0618,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0618,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0618,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0618,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0619,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0619,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0619,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0619,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0620,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0620,11:13:00,11:22:00,bruxelles_midi_3,2,0,0
9114-0620,13:02:00,13:07:00,rotterdam_centraal,3,0,0
9114-0620,13:50:00,13:50:00,amsterdam_centraal,4,0,1
9114-0622,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0622,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0622,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0622,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0623,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0623,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0623,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0623,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0624,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0624,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0624,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0624,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0625,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0625,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0625,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0625,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0626,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0626,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0626,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0626,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0627,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0627,11:13:00,11:13:00,bruxelles_midi_2,2,0,1
9114-0628,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0628,11:13:00,11:22:00,bruxelles_midi_3,2,0,0
9114-0628,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0628,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0629,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0629,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0629,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0629,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0630,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0630,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0630,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0630,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0701,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0701,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0701,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0701,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0702,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0702,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0702,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0702,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0703,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0703,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0703,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0703,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0704,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0704,11:13:00,11:22:00,bruxelles_midi_3,2,0,0
9114-0704,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0704,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0705,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0705,11:13:00,11:22:00,bruxelles_midi_3,2,0,0
9114-0705,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0705,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0706,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0706,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0706,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0706,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0707,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0707,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0707,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0707,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0708,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0708,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0708,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0708,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0709,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0709,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0709,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0709,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0710,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0710,11:13:00,11:22:00,bruxelles_midi_4,2,0,0
9114-0710,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0710,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0711,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0711,11:13:00,11:22:00,bruxelles_midi_3,2,0,0
9114-0711,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0711,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0712,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0712,11:13:00,11:22:00,bruxelles_midi,2,0,0
9114-0712,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0712,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0713,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0713,11:13:00,11:22:00,bruxelles_midi,2,0,0
9114-0713,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0713,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0714,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0714,11:13:00,11:22:00,bruxelles_midi,2,0,0
9114-0714,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0714,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0715,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0715,11:13:00,11:22:00,bruxelles_midi,2,0,0
9114-0715,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0715,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0716,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0716,11:13:00,11:22:00,bruxelles_midi,2,0,0
9114-0716,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0716,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0717,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0717,11:13:00,11:22:00,bruxelles_midi,2,0,0
9114-0717,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0717,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0718,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0718,11:13:00,11:22:00,bruxelles_midi,2,0,0
9114-0718,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0718,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0719,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0719,11:13:00,11:22:00,bruxelles_midi,2,0,0
9114-0719,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0719,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0720,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0720,11:13:00,11:22:00,bruxelles_midi,2,0,0
9114-0720,12:32:00,12:37:00,rotterdam_centraal,3,0,0
9114-0720,13:20:00,13:20:00,amsterdam_centraal,4,0,1
9114-0721,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0721,11:13:00,11:13:00,bruxelles_midi,2,0,1
9114-0722,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0722,11:13:00,11:13:00,bruxelles_midi,2,0,1
9114-0723,09:16:00,09:16:00,st_pancras_international,1,1,0
9114-0723,11:13:00,11:13:00,bruxelles_midi,2,0,1
